date,district_en,district_zh,assignment,source_station_codes,n_stations,n_stations_with_data,n_nonzero_stations,pct_nonzero_stations,rainfall_mm,wet_limit_mm,data_ok,is_rainy,prev_date,prev_rainfall_mm,prev_data_ok,prev_is_rainy,two_day_rainy,refreshed_at_utc
2024-01-01,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-01,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,,,,,,2026-09-08T08:48:52Z
2024-01-02,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,1,0.5,0.25,0.2,1,1,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-02,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-01,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,1,0.5,0.25,0.2,1,1,2024-01-02,0.25,1,1,1,2026-09-08T08:48:52Z
2024-01-03,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-03,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-02,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,2024-01-03,0.25,1,1,0,2026-09-08T08:48:52Z
2024-01-04,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-04,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-03,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-05,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-04,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-06,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-05,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-07,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-06,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,1,0.5,0.25,0.2,1,1,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Tuen Mun,屯門區,located_in_district,TU1,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Wan Chai,灣仔區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Wong Tai Sin,黃大仙區,located_in_district,TC,1,1,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Yau Tsim Mong,油尖旺區,located_in_district,"HKO,KP",2,2,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-08,Yuen Long,元朗區,located_in_district,"LFS,SEK,WLP",3,3,0,0.0,0.0,0.2,1,0,2024-01-07,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Central and Western,中西區,located_in_district,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Eastern,東區,located_in_district,SKW,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Islands,離島區,located_in_district,"CCH,PEN,WGL",3,3,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Kowloon City,九龍城區,located_in_district,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Kwai Tsing,葵青區,located_in_district,CPH,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Kwun Tong,觀塘區,reference_station,SE,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Lantau Island,大嶼山,located_in_district,HKA,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,North,北區,located_in_district,"SSH,TKL",2,2,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Sai Kung,西貢區,located_in_district,"JKB,KSC,TYW",3,3,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Sha Tin,沙田區,located_in_district,SHA,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Sham Shui Po,深水埗區,located_in_district,SSP,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Southern,南區,reference_station,VP1,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Tai Po,大埔區,located_in_district,PLC,1,1,0,0.0,0.0,0.2,1,0,2024-01-08,0.0,1,0,0,2026-09-08T08:48:52Z
2024-01-09,Tsuen Wan,荃灣區,located_in_district,"TMS,TWN",2,2,0,0.0,0.0,0.2,1,0,2024-01-08,0.25,1,1,0,2026-09-08T08:48:52Z
